1381 	2903 	528 	2255 	707 	1200 	526 	2619 	529 	1456 	2340 	614 	9138 	1849 	2722 	6849 	1870 	2397 	2644 	1087
3117 	2487 	8326 	1236 	1882 	2755 	1597 	2371 	1172 	9007 	1899 	609 	1189 	2745 	1649 	919 	2296 	1474 	9190 	1279
1554 	2664 	927 	2698 	1304 	1307 	2034 	1477 	1047 	1325 	1553 	1797 	756 	2910 	1101 	2217 	869 	1584 	2637 	1477
2847 	3594 	6097 	2296 	1511 	3709 	1631 	2095 	1769 	1962 	540 	592 	8361 	8724 	1955 	7811 	4558 	2430 	502 	2640
2992 	9677 	1105 	8991 	2428 	6649 	2245 	1424 	1081 	761 	802 	2724 	2155 	852 	1436 	1516 	1007 	2497 	1154 	2951
1726 	2316 	758 	1243 	1027 	718 	1112 	1339 	9307 	2184 	758 	2476 	1461 	7787 	2035 	1679 	1376 	2103 	666 	2575
2049 	2874 	8103 	2545 	1380 	1808 	2871 	1926 	861 	1862 	1837 	1693 	836 	2414 	2085 	1958 	867 	595 	963 	795
1562 	2793 	1196 	2932 	1708 	2903 	2430 	939 	2168 	748 	7606 	833 	2739 	1659 	1646 	851 	4869 	571 	2504 	8225
1793 	2113 	695 	682 	1560 	2058 	2633 	1705 	1264 	2128 	2142 	1991 	9594 	596 	2154 	1282 	2899 	814 	1392 	2593
9957 	1864 	2960 	1299 	2719 	1687 	908 	1214 	535 	2388 	1483 	2716 	2502 	1718 	2765 	2859 	557 	1590 	2184 	8965
1984 	1442 	936 	2363 	1856 	1555 	710 	1223 	2581 	2030 	793 	2669 	1130 	744 	1363 	638 	2724 	7238 	2636 	500
6096 	2514 	5159 	2289 	1260 	8700 	1811 	2502 	2144 	2107 	1543 	2765 	939 	2056 	2604 	1859 	951 	1332 	931 	2690
1988 	2016 	2976 	2240 	2111 	1573 	1994 	2226 	8389 	1608 	1236 	2795 	9363 	791 	814 	2203 	2214 	2964 	1760 	2792
2140 	9338 	2576 	8887 	8851 	850 	2267 	2544 	1984 	2440 	1715 	9810 	1228 	2470 	2185 	909 	2524 	539 	2543 	2788
2096 	2236 	719 	500 	1314 	2545 	2375 	2091 	4935 	1840 	8379 	1817 	614 	2611 	1927 	2751 	1522 	781 	9389 	8003
2008 	9033 	8067 	852 	2437 	638 	1918 	2016 	2510 	1512 	1400 	2356 	2041 	2216 	723 	10000 	1287 	1352 	624 	6350
8566 	2698 	1420 	2841 	1554 	1441 	1296 	707 	1241 	756 	2389 	630 	2729 	2298 	8408 	8292 	6534 	1662 	1164 	1332
2355 	2551 	1926 	773 	2137 	871 	9455 	1794 	2293 	1006 	1569 	9491 	2656 	1033 	1950 	583 	9638 	950 	9094 	3924
2269 	1948 	538 	2357 	9631 	2138 	789 	1990 	1027 	515 	806 	9055 	2474 	8840 	1611 	2895 	664 	1232 	1592 	1637
8833 	1001 	6819 	1088 	2395 	1700 	1316 	1786 	9710 	1765 	2862 	1216 	2560 	9942 	1645 	1116 	678 	2925 	684 	2625
9892 	1084 	8007 	2505 	2373 	9343 	9471 	2931 	2277 	2934 	598 	9194 	8622 	2222 	1615 	1308 	9698 	1233 	2484 	9483
2737 	1368 	1377 	7498 	1757 	9164 	6450 	1762 	2527 	632 	2357 	1061 	633 	1078 	739 	647 	2031 	2890 	2855 	662
2455 	1051 	2815 	8067 	1103 	2102 	994 	2328 	1634 	8509 	1270 	1053 	2964 	1660 	2061 	2765 	2036 	2840 	817 	4410
822 	6851 	1923 	6418 	2704 	1026 	1657 	656 	3044 	2771 	1420 	1914 	1317 	1889 	1095 	746 	2746 	1409 	1170 	9436
5514 	7641 	4112 	870 	2821 	1808 	5114 	2085 	1018 	1383 	2042 	1311 	8266 	937 	1090 	1874 	9269 	1689 	2081 	1536
